al_#,Title,AL# FY,Agency,Sub-agency,FPI GWO,GWO ID
15.052,Litigation Support for Indian Rights,FY24,Department of the Interior,Bureau of Indian Education,Strengthen Tribal Self-Governance,P7
15.053,Attorney Fees Indian Rights,FY24,Department of the Interior,Bureau of Indian Education,Strengthen Tribal Self-Governance,P7
15.067,Strengthening Tribal Nations  ,FY24,Department of the Interior,Bureau of Indian Education,Strengthen Tribal Self-Governance,P7
15.147,Tribal Courts Trust Reform Initiative,FY24,Department of the Interior,Bureau of Indian Education,Strengthen Tribal Self-Governance,P7
15.162,Tiwahe Housing,FY24,Department of the Interior,Bureau of Indian Education,Strengthen Tribal Self-Governance,P7
15.241,"Indian Self-Determination Act Contracts, Grants and Cooperative Agreements",FY24,Department of the Interior,Bureau of Land Management,Strengthen Tribal Self-Governance,P7
16.019,Tribal Registry,FY24,Department of Justice,Boards and Divisions Offices,Strengthen Tribal Self-Governance,P7
16.025,Special Domestic Violence Criminal Jurisdiction Implementation,FY24,Department of Justice,Boards and Divisions Offices,Strengthen Tribal Self-Governance,P7
16.055,Tribal Special Assistant United States Attorneys,FY24,Department of Justice,Boards and Divisions Offices,Strengthen Tribal Self-Governance,P7
16.059,Tribal Special Criminal Jurisdiction Reimbursement,FY24,Department of Justice,Boards and Divisions Offices,Strengthen Tribal Self-Governance,P7
16.308,Indian Country Investigations,FY24,Department of Justice,Federal Bureau of Investigation,Strengthen Tribal Self-Governance,P7
16.557,Tribal Domestic Violence and Sexual Assault Coalitions Grant Program,FY24,Department of Justice,Boards and Divisions Offices,Strengthen Tribal Self-Governance,P7
16.583,Children's Justice Act Partnerships for Indian Communities,FY24,Department of Justice,Office of Justice Programs,Strengthen Tribal Self-Governance,P7
16.587,Violence Against Women Discretionary Grants for Indian Tribal Governments,FY24,Department of Justice,Boards and Divisions Offices,Strengthen Tribal Self-Governance,P7
16.731,Tribal Youth Program,FY24,Department of Justice,Office of Justice Programs,Strengthen Tribal Self-Governance,P7
16.815,"Tribal Civil and Criminal Legal Assistance Grants, Training and Technical Assistance",FY24,Department of Justice,Office of Justice Programs,Strengthen Tribal Self-Governance,P7
15.166,Tiwane Demonstation Projects - Social Service,New for FY25,Department of the Interior,Bureau of Indian Affairs,Strengthen Tribal Self-Governance,P7
15.17,Tiwane Demonstation Projects - Tribal Courts,New for FY25,Department of the Interior,Bureau of Indian Affairs,Strengthen Tribal Self-Governance,P7
20.281,Nationally Significant Federal Lands and Tribal Projects,New for FY25,Department of Transportation,Federal Highway Administration (FHWA),Strengthen Tribal Self-Governance,P7
17.272,Permanent Labor Certification for Foreign Workers,FY24,Department of Labor,Employment Training Administration,End Illegal Immigration,P8
17.273,Temporary Labor Certification for Foreign Workers,FY24,Department of Labor,Employment Training Administration,End Illegal Immigration,P8
19.018,Resettlement Support Centers (RSCs) for U.S. Refugee Resettlement,FY24,Department of State,Department of State,End Illegal Immigration,P8
97.154,Citizenship Integration Training Academy,FY24,Department of Homeland Security,Citizenship & Immigration Services,End Illegal Immigration,P8
97.141,Shelter and Services Program,FY24,Department of Homeland Security,Federal Emergency Management Agency,End Illegal Immigration,P8
97.149,Shelter and Services Program ''' Competitive,FY24,Department of Homeland Security,Federal Emergency Management Agency,End Illegal Immigration,P8
19.019,International Programs to Combat Human Trafficking,FY24,Department of State,Office to Monitor and Combat Trafficking in Persons,Eliminate Transnational Crime,P9
19.033,Global Threat Reduction,FY24,Department of State,Department of State,Eliminate Transnational Crime,P9
19.222,Trans-Sahara Counterterrorism Partnership (TSCTP),FY24,Department of State,Department of State,Eliminate Transnational Crime,P9
19.224,Nonproliferation and Disarmament Fund ,FY24,Department of State,Department of State,Eliminate Transnational Crime,P9
19.334,Office of the Biological Policy Staff,FY24,Department of State,N/A,Eliminate Transnational Crime,P9
19.701,Global Counterterrorism Programs,FY24,Department of State,Department of State,Eliminate Transnational Crime,P9
19.705,Trans-National Crime,FY24,Department of State,Department of State,Eliminate Transnational Crime,P9
19.706,Partnership for Regional East Africa Counterterrorism,FY24,Department of State,N/A,Eliminate Transnational Crime,P9
19.8,Weapons Removal and Abatement,FY24,Department of State,Political Military Affairs/ Weapons Removal and Abatement,Eliminate Transnational Crime,P9
19.888,Global Defense Reform Program,FY24,Department of State,N/A,Eliminate Transnational Crime,P9
19.901,Export Control and Related Border Security,FY24,Department of State,Department of State,Eliminate Transnational Crime,P9
19.98,Partnership for Regional East Africa Counterterrorism (PREACT):,FY24,Department of State,Department of State,Eliminate Transnational Crime,P9
19.99,International Justice and Accountability Programming,FY24,Department of State,N/A,Eliminate Transnational Crime,P9
81.21,Global Material Security,FY24,Department of Energy,N/A,Eliminate Transnational Crime,P9
81.505,Nonproliferation and Arms Control,FY24,Department of Energy,N/A,Eliminate Transnational Crime,P9
12.01,Youth Conservation Services,FY24,Department of Defense,Department of the Army,Improve Conservation of Natural Habitats and Ecosystems,Q1
12.017,Readiness and Environmental Protection Integration (REPI) Program,FY24,Department of Defense,Washington Headquarters Services (WHS),Improve Conservation of Natural Habitats and Ecosystems,Q1
15.253,Not-for-Profit AMD Reclamation,FY24,Department of the Interior,Office of Surface Mining,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.43,8(g) State Coastal Zone,FY24,Department of the Interior,Departmental Offices,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.435,GoMESA,FY24,Department of the Interior,Departmental Offices,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.608,Fish and Aquatic Conservation - Aquatic Invasive Species,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.637,Migratory Bird Joint Ventures,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.655,"Migratory Bird Monitoring, Assessment and Conservation",FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.681,Cooperative Agriculture ,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.944,Natural Resource Stewardship,FY24,Department of the Interior,National Park Service,Improve Conservation of Natural Habitats and Ecosystems,Q1
12.632,Legacy Resource Management Program,FY24,Department of Defense,Immediate Office of the Secretary of Defense,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.164,Land Acquisition Funding Program,FY24,Department of the Interior,Bureau of Indian Education,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.23,Invasive and Noxious Plant Management,FY24,Department of the Interior,Bureau of Land Management,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.243,Youth Conservation Opportunities on Public Lands,FY24,Department of the Interior,Bureau of Land Management,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.245,Plant Conservation and Restoration Management,FY24,Department of the Interior,Bureau of Land Management,Improve Conservation of Natural Habitats and Ecosystems,Q1
15.942,Environmental Outreach and Conservation - North Cascades,FY24,Department of the Interior,National Park Service,Improve Conservation of Natural Habitats and Ecosystems,Q1
10.069,Conservation Reserve Program,FY24,Department of Agriculture,Farm Service Agency,Improve Conservation of Natural Habitats and Ecosystems,Q1
10.725,Infrastructure and Investment Jobs Act Financial Assistance to Facilities that Purchase and Process Byproducts for Ecosystem Restoration,FY24,Department of Agriculture,Forest Service,Improve Conservation of Natural Habitats and Ecosystems,Q1
10.934,Feral Swine Eradication and Control Pilot Program,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Conservation of Natural Habitats and Ecosystems,Q1
20.283,Pollinator-Friendly Practices on Roadsides and Highway Rights-of-Way Discretionary Grant Program,New for FY25,Department of Transportation,Federal Highway Administration (FHWA),Improve Conservation of Natural Habitats and Ecosystems,Q1
15.669,Cooperative Landscape Conservation,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
93.581,Improving the Capability of Indian Tribal Governments to Regulate Environmental Quality,FY24,Department of Health and Human Services,Administration for Children and Families,Improve Conservation of Wildlife and Natural Resources,Q2
TC.047,Deduction for endangered species recovery expenditures,FY24,Department of the Treasury,Internal Revenue Service (IRS),Improve Conservation of Wildlife and Natural Resources,Q2
12.005,Conservation and Rehabilitation of Natural Resources on Military Installations,FY24,Department of Defense,Department of the Army,Improve Conservation of Wildlife and Natural Resources,Q2
15.051,Endangered Species on Indian Lands,FY24,Department of the Interior,Bureau of Indian Education,Improve Conservation of Wildlife and Natural Resources,Q2
15.069,Zoonotic Disease Initiative,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.229,Wild Horse and Burro Resource Management,FY24,Department of the Interior,Bureau of Land Management,Improve Conservation of Wildlife and Natural Resources,Q2
15.246,Threatened and Endangered Species,FY24,Department of the Interior,Bureau of Land Management,Improve Conservation of Wildlife and Natural Resources,Q2
15.247,Wildlife Resource Management,FY24,Department of the Interior,Bureau of Land Management,Improve Conservation of Wildlife and Natural Resources,Q2
15.512,"Central Valley Improvement Act, Title XXXIV",FY24,Department of the Interior,Bureau of Reclamation,Improve Conservation of Wildlife and Natural Resources,Q2
15.532,"Central Valley,  Trinity River Division, Trinity River Fish and Wildlife Management",FY24,Department of the Interior,Bureau of Reclamation,Improve Conservation of Wildlife and Natural Resources,Q2
15.537,Middle Rio Grande Endangered Species Collaborative ,FY24,Department of the Interior,Bureau of Reclamation,Improve Conservation of Wildlife and Natural Resources,Q2
15.544,Platte River Recovery Implementation ,FY24,Department of the Interior,Bureau of Reclamation,Improve Conservation of Wildlife and Natural Resources,Q2
15.564,Central Valley Project Conservation ,FY24,Department of the Interior,Bureau of Reclamation,Improve Conservation of Wildlife and Natural Resources,Q2
15.615,Cooperative Endangered Species Conservation Fund,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.619,Rhinoceros and Tiger Conservation Fund,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.62,African Elephant Conservation Fund,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.621,Asian Elephant Conservation Fund,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.629,Great Ape Conservation Fund - Africa,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.631,Partners for Fish and Wildlife,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.634,State Wildlife Grants,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.635,Neotropical Migratory Bird Conservation ,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.639,Tribal Wildlife Grants ,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.64,Latin America and Caribbean Regional,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.643,Alaska Migratory Bird Co-Management Council,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.645,Marine Turtle Conservation Fund,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.647,Migratory Bird Conservation,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.651,Central Africa Regional,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.652,Invasive Species,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.66,Candidate Species Conservation,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.661,Lower Snake River Compensation Plan,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.664,Fish and Wildlife Coordination and Assistance ,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.67,Adaptive Science,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.679,Combating Wildlife Trafficking,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.68,Mexican Wolf Recovery ,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.683,Prescott Marine Mammal Rescue Assistance,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.689,Great Ape Conservation Fund-Asia,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.69,Rhinoceros Conservation Fund-Africa,FY24,Department of the Interior,Fish and Wildlife Service,Improve Conservation of Wildlife and Natural Resources,Q2
15.984,NPS Alaska Subsistence Management,FY24,Department of the Interior,National Park Service,Improve Conservation of Wildlife and Natural Resources,Q2
10.683,National Fish and Wildlife Foundation,FY24,Department of Agriculture,Forest Service,Improve Conservation of Wildlife and Natural Resources,Q2
10.702,Alaska National Interest Lands Conservation Act (ANILCA) Agreements,FY24,Department of Agriculture,Forest Service,Improve Conservation of Wildlife and Natural Resources,Q2
10.914,Wildlife Habitat Incentive Program,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Conservation of Wildlife and Natural Resources,Q2
10.932,Regional Conservation Partnership Program,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Conservation of Wildlife and Natural Resources,Q2
11.407,Interjurisdictional Fisheries Act of 1986,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Conservation of Wildlife and Natural Resources,Q2
11.438,Pacific Coast Salmon Recovery Pacific Salmon Treaty Program,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Conservation of Wildlife and Natural Resources,Q2
11.441,Regional Fishery Management Councils,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Conservation of Wildlife and Natural Resources,Q2
11.451,"Gulf Coast Ecosystem Restoration Science, Observation, Monitoring, and Technology ",FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Conservation of Wildlife and Natural Resources,Q2
11.454,Unallied Management Projects,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Conservation of Wildlife and Natural Resources,Q2
11.474,Atlantic Coastal Fisheries Cooperative Management Act,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Conservation of Wildlife and Natural Resources,Q2
20.29,Wildlife Crossings Pilot Program,New for FY25,Department of Transportation,Federal Highway Administration (FHWA),Improve Conservation of Wildlife and Natural Resources,Q2
12.012,"Management of Undersirable Plants on Federal Lands, 7 U.S.C. 2814",FY24,Department of Defense,Department of the Army,Improve Forest and Land Stewardship,Q3
15.214,Non-Sale Disposals of Mineral Material,FY24,Department of the Interior,Bureau of Land Management,Improve Forest and Land Stewardship,Q3
TC.054,Expensing of reforestation expenditures,FY24,Department of the Treasury,Internal Revenue Service (IRS),Improve Forest and Land Stewardship,Q3
12.021,Army National Guard Army Compatible Use Buffer Program,FY24,Department of Defense,Department of the Army,Improve Forest and Land Stewardship,Q3
12.116,Department of Defense Appropriation Act of 2003,FY24,Department of Defense,Department of the Army,Improve Forest and Land Stewardship,Q3
15.015,Good Neighbor Authority,FY24,Department of the Interior,Bureau of Land Management,Improve Forest and Land Stewardship,Q3
15.016,Experienced Services Program,FY24,Department of the Interior,Bureau of Land Management,Improve Forest and Land Stewardship,Q3
15.017,"Eastern Nevada Conservation, Recreation and Development",FY24,Department of the Interior,Bureau of Land Management,Improve Forest and Land Stewardship,Q3
15.034,Agriculture on Indian Lands,FY24,Department of the Interior,Bureau of Indian Education,Improve Forest and Land Stewardship,Q3
15.035,Forestry on Indian Lands,FY24,Department of the Interior,Bureau of Indian Education,Improve Forest and Land Stewardship,Q3
15.057,Navajo-Hopi Indian Settlement ,FY24,Department of the Interior,Bureau of Indian Education,Improve Forest and Land Stewardship,Q3
15.098,Native Hawaiian Climate Resilience Program,FY24,Department of the Interior,Departmental Offices,Improve Forest and Land Stewardship,Q3
15.156,Tribal Climate Resilience ,FY24,Department of the Interior,Bureau of Indian Education,Improve Forest and Land Stewardship,Q3
15.233,Forest and Woodlands Resource Management,FY24,Department of the Interior,Bureau of Land Management,Improve Forest and Land Stewardship,Q3
15.235,Southern Nevada Public Land Management,FY24,Department of the Interior,Bureau of Land Management,Improve Forest and Land Stewardship,Q3
15.237,Rangeland Resource Management,FY24,Department of the Interior,Bureau of Land Management,Improve Forest and Land Stewardship,Q3
15.239,Management Initiatives,FY24,Department of the Interior,Bureau of Land Management,Improve Forest and Land Stewardship,Q3
15.667,Highlands Conservation ,FY24,Department of the Interior,Fish and Wildlife Service,Improve Forest and Land Stewardship,Q3
10.054,Emergency Conservation Program,FY24,Department of Agriculture,Farm Service Agency,Improve Forest and Land Stewardship,Q3
10.102,Emergency Forest Restoration Program ,FY24,Department of Agriculture,Farm Service Agency,Improve Forest and Land Stewardship,Q3
10.385,Timber Production Expansion Guaranteed Loans,FY24,Department of Agriculture,Rural Business-Cooperative Service,Improve Forest and Land Stewardship,Q3
10.664,Cooperative Forestry Assistance,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.674,Wood Utilization Assistance,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.675,Urban and Community Forestry Program,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.676,Forest Legacy Program,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.678,Forest Stewardship Program,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.679,Collaborative Forest Restoration,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.68,Forest Health Protection,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.682,National Forest Foundation,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.684,International Forestry Programs,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.689,Community Forest and Open Space Conservation Program (CFP),FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.691,Good Neighbor Authority ,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.699,Partnership Agreements,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.701,Stewardship Agreements,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.723,Community Project Funds - Congressionally Directed Spending,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.727,Inflation Reduction Act Urban & Community Forestry Program,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.729,Inflation Reduction Act - National Forest System,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.73,Community Project Funds - Congressionally Directed Spending,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.731,Inflation Reduction Act Landscape Scale Restoration,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.733,Bipartisan Infrastructure Law ''' Removal and Production of Flammable Vegetation to Produce Biochar and Innovative Wood Products,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.734,Inflation Reduction Act - Forest Legacy Program,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.735,Reforestation of Non-Federal Mined Land,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.736,Bipartisan Infrastructure Act Nursery Vegetation,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.737,Forest and Grassland Collaboratives,FY24,Department of Agriculture,Forest Service,Improve Forest and Land Stewardship,Q3
10.902,Soil and Water Conservation,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.903,Soil Survey,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.905,Plant Materials for Conservation,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.907,Snow Survey and Water Supply Forecasting,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.913,Farm and Ranch Lands Protection Program,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.92,Grassland Reserve Program,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.922,Healthy Forests Reserve Program (HFRP),FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.924,Conservation Stewardship Program,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.931, Agricultural Conservation Easement Program ,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.941,Conservation Innovation Grants (CIG)-On-FarmTrial (OFT),New for FY25,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.942,Conservation Innovation Grants (CIG)-Classic,New for FY25,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
10.943,Grazing Land Conservation Initiative,New for FY25,Department of Agriculture,Natural Resources Conservation Service,Improve Forest and Land Stewardship,Q3
15.249,Tribal Forest Protection Act,New for FY25,Department of the Interior,Bureau of Land Management,Improve Forest and Land Stewardship,Q3
15.987,Good Neighbor Authority for Restoration,New for FY25,Department of the Interior,National Park Service,Improve Forest and Land Stewardship,Q3
15.037,Water Resources on Indian Lands,FY24,Department of the Interior,Bureau of Indian Education,Improve Water Resource and Ecosystem Management,Q4
15.078,Snow Water Supply Forecasting,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.519,"Indian Tribal Water Resources Development, Management, and Protection",FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.529,Upper Colorado and San Juan River Basins Endangered Fish Recovery ,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.54,Lake Mead/Las Vegas Wash ,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.554,Cooperative Watershed Management ,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.557,Applied Science Grants,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.563,Suisun Marsh Preservation Agreement,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.566,Upper Klamath Basin Water Supply Alignment,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.648,Central Valley Project Improvement Act (CVPIA),FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
15.685,National Fish Passage,FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
66.125,Geographic Programs - Lake Pontchartrain Basic Restoration Program (PRP),FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.454,Water Quality Management Planning,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.469,Geographic Programs - Great Lakes Restoration Initiative,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.475,Geographic Programs ''' Gulf of Mexico Program,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.485,Support for the Gulf Hypoxia Action Plan,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.487,Non-State Member Support for the Gulf Hypoxia Action Plan,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
87.051,Gulf Coast Ecosystem Restoration Council Comprehensive Plan Component Program,FY24,Gulf Coast Ecosystem Restoration Council,N/A,Improve Water Resource and Ecosystem Management,Q4
87.052,Gulf Coast Ecosystem Restoration Council Oil Spill Impact Program,FY24,Gulf Coast Ecosystem Restoration Council,N/A,Improve Water Resource and Ecosystem Management,Q4
12.987,Upper San Pedro Partnership Support,FY24,Department of Defense,Department of the Army,Improve Water Resource and Ecosystem Management,Q4
15.066,Tribal Great Lakes Restoration Initiative,FY24,Department of the Interior,Bureau of Indian Education,Improve Water Resource and Ecosystem Management,Q4
15.244,Aquatics Resources Management,FY24,Department of the Interior,Bureau of Land Management,Improve Water Resource and Ecosystem Management,Q4
15.508,Providing Water to At-Risk Natural Desert Terminal Lakes,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.509,"Title II, Colorado River Basin Salinity Control ",FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.517,Fish and Wildlife Coordination Act,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.531,Yakima River Basin Water Enhancement (YRBWE) ,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.535,Upper Colorado River Basin Fish and Wildlife Mitigation ,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.538,Lower Colorado River Multi-Species Conservation ,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.543,Lake Tahoe Regional Wetlands Development ,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.555,San Joaquin River Restoration ,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.565,Implementation of the Taos Pueblo Indian water rights settlement,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.567,Colorado River System Conservation Pilot,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.576,Yakima River Basin Water Enhancement Phase III (Yakima Basin Integrated Plan),FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.58,Aquatic Ecosystem Restoration Program,FY24,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.614,"Coastal Wetlands Planning, Protection and Restoration ",FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
15.623,North American Wetlands Conservation Fund,FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
15.63,Coastal,FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
15.662,Great Lakes Restoration,FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
15.663,NFWF-USFWS Conservation Partnership,FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
15.668,Coastal Impact Assistance ,FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
15.686,National Fish Habitat Partnership,FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
15.687,Great Lakes Sea Lamprey Control,FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
15.688,Great Lakes Fish and Wildlife Restoration Act,FY24,Department of the Interior,Fish and Wildlife Service,Improve Water Resource and Ecosystem Management,Q4
15.962,National Wild and Scenic Rivers System ,FY24,Department of the Interior,National Park Service,Improve Water Resource and Ecosystem Management,Q4
66.121,Geographic Programs - Puget Sound Protection and Restoration: Tribal Implementation Assistance Program,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
